Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  390000/762000      std::numeric_limits<long>::max() [216]
                0.00    0.00  390000/1518000     boost::date_time::int_adapter<long>::int_adapter(long) [190]
-----------------------------------------------
                0.00    0.00    1966/383566      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_get_insert_unique_pos(Route* const&) [115]
                0.00    0.00    1966/383566      std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_insert_<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&&, std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_Alloc_node&) [108]
                0.00    0.00  379634/383566      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::find(Route* const&) [19]
[228]    0.0    0.00    0.00  383566         std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_end() [228]
-----------------------------------------------
                0.00    0.00    1966/381600      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_get_insert_unique_pos(Route* const&) [115]
                0.00    0.00  379634/381600      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::find(Route* const&) [19]
[229]    0.0    0.00    0.00  381600         std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_begin() [229]
-----------------------------------------------
                0.00    0.00      65/379699      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_get_insert_unique_pos(Route* const&) [115]
                0.00    0.00  379634/379699      std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::find(Route* const&) [19]
[230]    0.0    0.00    0.00  379699         std::operator==(std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&, std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&) [230]
-----------------------------------------------
                0.00    0.00   48436/379634      AllEnv::AddToExtendable(Route*, Route*) [72]
                0.00    0.00  331198/379634      AllEnv::GetExtendRoutes(Route*) [17]
[231]    0.0    0.00    0.00  379634         std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_Rb_tree_iterator() [231]
-----------------------------------------------
                0.00    0.00   48436/379634      AllEnv::AddToExtendable(Route*, Route*) [72]
                0.00    0.00  331198/379634      AllEnv::GetExtendRoutes(Route*) [17]
[232]    0.0    0.00    0.00  379634         std::map<Route*, std::vector<Route*, std::allocator<Route*> >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::end() [232]
                0.00    0.00  379634/1051319     std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::end() [208]
-----------------------------------------------
                0.00    0.00   48436/379634      AllEnv::AddToExtendable(Route*, Route*) [72]
                0.00    0.00  331198/379634      AllEnv::GetExtendRoutes(Route*) [17]
[233]    0.0    0.00    0.00  379634         std::operator!=(std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&, std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > const&) [233]
-----------------------------------------------
                0.00    0.00  377668/377668      void std::allocator_traits<std::allocator<Route*> >::construct<Route*, Route* const&>(std::allocator<Route*>&, Route**, Route* const&) [82]
[234]    0.0    0.00    0.00  377668         void __gnu_cxx::new_allocator<Route*>::construct<Route*, Route* const&>(Route**, Route* const&) [234]
                0.00    0.00  377668/826193      Route* const& std::forward<Route* const&>(std::remove_reference<Route* const&>::type&) [215]
                0.00    0.00  377668/2047525     operator new(unsigned long, void*) [181]
-----------------------------------------------
                0.00    0.00  372000/372000      boost::date_time::int_adapter<long>::is_infinity() const [71]
[235]    0.0    0.00    0.00  372000         boost::date_time::int_adapter<long>::neg_infinity() [235]
                0.00    0.00  372000/372000      std::numeric_limits<long>::min() [238]
                0.00    0.00  372000/1518000     boost::date_time::int_adapter<long>::int_adapter(long) [190]
-----------------------------------------------
                0.00    0.00  372000/372000      boost::date_time::int_adapter<long>::is_infinity() const [71]
[236]    0.0    0.00    0.00  372000         boost::date_time::int_adapter<long>::pos_infinity() [236]
                0.00    0.00  372000/762000      std::numeric_limits<long>::max() [216]
                0.00    0.00  372000/1518000     boost::date_time::int_adapter<long>::int_adapter(long) [190]
-----------------------------------------------
                0.00    0.00  372000/372000      bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[237]    0.0    0.00    0.00  372000         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [237]
-----------------------------------------------
                0.00    0.00  372000/372000      boost::date_time::int_adapter<long>::neg_infinity() [235]
[238]    0.0    0.00    0.00  372000         std::numeric_limits<long>::min() [238]
-----------------------------------------------
                0.00    0.00  369311/369311      CreatePaths() [2]
[239]    0.0    0.00    0.00  369311         bool __gnu_cxx::operator!=<Route**, std::vector<Route*, std::allocator<Route*> > >(__gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > > const&, __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > > const&) [239]
                0.00    0.00  738622/1022050     __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::base() const [209]
-----------------------------------------------
                0.00    0.00  180000/366000      boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration&&) [255]
                0.00    0.00  186000/366000      boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration const&) [251]
[240]    0.0    0.00    0.00  366000         boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> > const&) [240]
-----------------------------------------------
                0.00    0.00  331198/331198      std::vector<Route*, std::allocator<Route*> >::back() [245]
[241]    0.0    0.00    0.00  331198         __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator-(long) const [241]
                0.00    0.00  331198/886336      __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::__normal_iterator(Route** const&) [214]
-----------------------------------------------
                0.00    0.00  331198/331198      std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::at(int const&) [38]
[242]    0.0    0.00    0.00  331198         std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const [242]
                0.00    0.00  331198/331198      std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const [244]
-----------------------------------------------
                0.00    0.00  331198/331198      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::at(unsigned long) [246]
[243]    0.0    0.00    0.00  331198         std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_range_check(unsigned long) const [243]
                0.00    0.00  331198/662799      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::size() const [220]
-----------------------------------------------
                0.00    0.00  331198/331198      std::map<int, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const [242]
[244]    0.0    0.00    0.00  331198         std::_Rb_tree<int, std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >, std::_Select1st<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >, std::less<int>, std::allocator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::key_comp() const [244]
-----------------------------------------------
                0.00    0.00  331198/331198      CreatePaths() [2]
[245]    0.0    0.00    0.00  331198         std::vector<Route*, std::allocator<Route*> >::back() [245]
                0.00    0.00  331198/443168      std::vector<Route*, std::allocator<Route*> >::end() [226]
                0.00    0.00  331198/331198      __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator-(long) const [241]
                0.00    0.00  331198/659396      __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator*() const [224]
-----------------------------------------------
                0.00    0.00  331198/331198      AllEnv::PathAtLevel(int, int) [29]
[246]    0.0    0.00    0.00  331198         std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::at(unsigned long) [246]
                0.00    0.00  331198/331198      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_range_check(unsigned long) const [243]
                0.00    0.00  331198/331198      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::operator[](unsigned long) [247]
-----------------------------------------------
                0.00    0.00  331198/331198      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::at(unsigned long) [246]
[247]    0.0    0.00    0.00  331198         std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::operator[](unsigned long) [247]
-----------------------------------------------
                0.00    0.00  328198/328198      CreatePaths() [2]
[248]    0.0    0.00    0.00  328198         __gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >::operator++() [248]
-----------------------------------------------
                0.00    0.00   60000/252000      boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::initialize() [290]
                0.00    0.00  192000/252000      bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[249]    0.0    0.00    0.00  252000         bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [249]
                0.00    0.00  504000/600000      __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [225]
-----------------------------------------------
                0.00    0.00    6000/192000      boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::frac_sec_per_day() [379]
                0.00    0.00  186000/192000      boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::to_tick_count(long, long, long, long) [64]
[250]    0.0    0.00    0.00  192000         boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::res_adjust() [250]
-----------------------------------------------
                0.00    0.00    6000/186000      boost::posix_time::ptime boost::date_time::parse_delimited_time<boost::posix_time::ptime>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char) [93]
                0.00    0.00  180000/186000      boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::operator+(boost::posix_time::time_duration const&) const [37]
[251]    0.0    0.00    0.00  186000         boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration const&) [251]
                0.00    0.00  186000/366000      boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> > const&) [240]
-----------------------------------------------
                0.00    0.00  186000/186000      boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::is_special() const [76]
[252]    0.0    0.00    0.00  186000         boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::is_adapted() [252]
                0.00    0.00  186000/186000      boost::date_time::time_resolution_traits_adapted64_impl::is_adapted() [253]
-----------------------------------------------
                0.00    0.00  186000/186000      boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long>::is_adapted() [252]
[253]    0.0    0.00    0.00  186000         boost::date_time::time_resolution_traits_adapted64_impl::is_adapted() [253]
-----------------------------------------------
                0.00    0.00  180000/180000      isCompatible(Route*, Route*) [4]
[254]    0.0    0.00    0.00  180000         Route::getDepDT() [254]
-----------------------------------------------
                0.00    0.00  180000/180000      isCompatible(Route*, Route*) [4]
[255]    0.0    0.00    0.00  180000         boost::posix_time::time_duration::time_duration(boost::posix_time::time_duration&&) [255]
                0.00    0.00  180000/366000      boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> > const&) [240]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::operator+(boost::posix_time::time_duration const&) const [37]
[256]    0.0    0.00    0.00  180000         boost::posix_time::ptime::ptime(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [256]
                0.00    0.00  180000/180000      boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::base_time(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [262]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::posix_time::hours::hours<int>(int const&, boost::enable_if<boost::is_integral<int>, void>::type*) [70]
[257]    0.0    0.00    0.00  180000         long boost::numeric_cast<long, int>(int) [257]
                0.00    0.00  180000/180000      boost::numeric::convdetail::non_rounding_converter<boost::numeric::conversion_traits<long, int>, boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >, boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> > >::convert(int) [259]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::numeric::convdetail::non_rounding_converter<boost::numeric::conversion_traits<long, int>, boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >, boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> > >::convert(int) [259]
[258]    0.0    0.00    0.00  180000         boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >::validate_range(int) [258]
-----------------------------------------------
                0.00    0.00  180000/180000      long boost::numeric_cast<long, int>(int) [257]
[259]    0.0    0.00    0.00  180000         boost::numeric::convdetail::non_rounding_converter<boost::numeric::conversion_traits<long, int>, boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >, boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> > >::convert(int) [259]
                0.00    0.00  180000/180000      boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> >::low_level_convert(int) [260]
                0.00    0.00  180000/180000      boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >::validate_range(int) [258]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::numeric::convdetail::non_rounding_converter<boost::numeric::conversion_traits<long, int>, boost::numeric::convdetail::dummy_range_checker<boost::numeric::conversion_traits<long, int> >, boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> > >::convert(int) [259]
[260]    0.0    0.00    0.00  180000         boost::numeric::raw_converter<boost::numeric::conversion_traits<long, int> >::low_level_convert(int) [260]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::add_time_duration(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::posix_time::time_duration) [36]
[261]    0.0    0.00    0.00  180000         boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(long) [261]
                0.00    0.00  180000/1518000     boost::date_time::int_adapter<long>::int_adapter(long) [190]
-----------------------------------------------
                0.00    0.00  180000/180000      boost::posix_time::ptime::ptime(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [256]
[262]    0.0    0.00    0.00  180000         boost::date_time::base_time<boost::posix_time::ptime, boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> > >::base_time(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [262]
-----------------------------------------------
                0.00    0.00  168000/168000      bool boost::char_separator<char, std::char_traits<char> >::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [293]
[263]    0.0    0.00    0.00  168000         boost::char_separator<char, std::char_traits<char> >::is_dropped(char) const [263]
-----------------------------------------------
                0.00    0.00     199/146879      std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_S_max_size(std::allocator<std::vector<Route*, std::allocator<Route*> > > const&) [441]
                0.00    0.00  146680/146879      std::vector<Route*, std::allocator<Route*> >::_S_max_size(std::allocator<Route*> const&) [266]
[264]    0.0    0.00    0.00  146879         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [264]
-----------------------------------------------
                0.00    0.00  146680/146680      std::vector<Route*, std::allocator<Route*> >::_S_max_size(std::allocator<Route*> const&) [266]
[265]    0.0    0.00    0.00  146680         std::allocator_traits<std::allocator<Route*> >::max_size(std::allocator<Route*> const&) [265]
                0.00    0.00  146680/1549271     __gnu_cxx::new_allocator<Route*>::max_size() const [189]
-----------------------------------------------
                0.00    0.00    4966/146680      std::vector<Route*, std::allocator<Route*> >::_S_check_init_len(unsigned long, std::allocator<Route*> const&) [119]
                0.00    0.00  141714/146680      std::vector<Route*, std::allocator<Route*> >::max_size() const [268]
[266]    0.0    0.00    0.00  146680         std::vector<Route*, std::allocator<Route*> >::_S_max_size(std::allocator<Route*> const&) [266]
                0.00    0.00  146680/146680      std::allocator_traits<std::allocator<Route*> >::max_size(std::allocator<Route*> const&) [265]
                0.00    0.00  146680/146879      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [264]
-----------------------------------------------
                0.00    0.00    6000/144000      boost::gregorian::date boost::date_time::parse_date<boost::gregorian::date>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [375]
                0.00    0.00    6000/144000      boost::posix_time::time_duration boost::date_time::str_from_delimited_time_duration<boost::posix_time::time_duration, char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [99]
                0.00    0.00   12000/144000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~tokenizer() [344]
                0.00    0.00   12000/144000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [348]
                0.00    0.00   48000/144000      boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [301]
                0.00    0.00   60000/144000      boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~token_iterator() [292]
[267]    0.0    0.00    0.00  144000         boost::char_separator<char, std::char_traits<char> >::~char_separator() [267]
-----------------------------------------------
                0.00    0.00  141714/141714      std::vector<Route*, std::allocator<Route*> >::_M_check_len(unsigned long, char const*) const [97]
[268]    0.0    0.00    0.00  141714         std::vector<Route*, std::allocator<Route*> >::max_size() const [268]
                0.00    0.00  141714/1468482     std::_Vector_base<Route*, std::allocator<Route*> >::_M_get_Tp_allocator() const [191]
                0.00    0.00  141714/146680      std::vector<Route*, std::allocator<Route*> >::_S_max_size(std::allocator<Route*> const&) [266]
-----------------------------------------------
                0.00    0.00  141714/141714      void std::vector<Route*, std::allocator<Route*> >::_M_realloc_insert<Route* const&>(__gnu_cxx::__normal_iterator<Route**, std::vector<Route*, std::allocator<Route*> > >, Route* const&) [75]
[269]    0.0    0.00    0.00  141714         std::vector<Route*, std::allocator<Route*> >::_S_relocate(Route**, Route**, Route**, std::allocator<Route*>&) [269]
                0.00    0.00  141714/141714      std::vector<Route*, std::allocator<Route*> >::_S_do_relocate(Route**, Route**, Route**, std::allocator<Route*>&, std::integral_constant<bool, true>) [270]
-----------------------------------------------
                0.00    0.00  141714/141714      std::vector<Route*, std::allocator<Route*> >::_S_relocate(Route**, Route**, Route**, std::allocator<Route*>&) [269]
[270]    0.0    0.00    0.00  141714         std::vector<Route*, std::allocator<Route*> >::_S_do_relocate(Route**, Route**, Route**, std::allocator<Route*>&, std::integral_constant<bool, true>) [270]
                0.00    0.00  141714/141714      Route** std::__relocate_a<Route**, Route**, std::allocator<Route*> >(Route**, Route**, Route**, std::allocator<Route*>&) [272]
-----------------------------------------------
                0.00    0.00  141714/141714      std::vector<Route*, std::allocator<Route*> >::_S_use_relocate() [83]
[271]    0.0    0.00    0.00  141714         std::vector<Route*, std::allocator<Route*> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [271]
-----------------------------------------------
