Origin,Destination,BusType,DepDateTime,ArrDateTime,Profit,SchType
A4,B1,T2,2020-01-01 15:00:00,2020-01-01 17:01:00,300.6018133359107,A
A4,B2,T2,2020-01-01 15:15:00,2020-01-01 17:20:00,305.78344939806135,A
A4,B3,T2,2020-01-01 14:45:00,2020-01-01 16:50:00,301.23923373069454,A
A4,B4,T2,2020-01-01 17:45:00,2020-01-01 19:58:00,304.6394145265005,A
A4,B5,T2,2020-01-01 15:30:00,2020-01-01 17:41:00,308.75873924196134,A
A4,C1,T2,2020-01-01 16:30:00,2020-01-01 18:49:00,344.54111686335176,A
A4,C2,T2,2020-01-01 13:15:00,2020-01-01 15:37:00,338.28693507553754,A
A4,C3,T2,2020-01-01 13:00:00,2020-01-01 15:17:00,345.07039048044777,A
A4,C4,T2,2020-01-01 16:45:00,2020-01-01 19:11:00,339.4274225023866,A
A4,C5,T2,2020-01-01 17:45:00,2020-01-01 20:02:00,339.1997363844079,A
A4,D1,T2,2020-01-01 14:30:00,2020-01-01 17:09:00,383.2176146843217,A
A4,D2,T2,2020-01-01 14:30:00,2020-01-01 17:00:00,384.04752847477096,A
A4,D3,T2,2020-01-01 16:00:00,2020-01-01 18:35:00,380.24933520512013,A
A4,D4,T2,2020-01-01 14:00:00,2020-01-01 16:44:00,381.6549361887047,A
A4,D5,T2,2020-01-01 13:45:00,2020-01-01 16:29:00,378.68030430558883,A
A4,E1,T2,2020-01-01 14:00:00,2020-01-01 16:55:00,417.9153872501538,A
A4,E2,T2,2020-01-01 17:00:00,2020-01-01 19:57:00,416.3587529406969,A
A4,E3,T2,2020-01-01 15:45:00,2020-01-01 18:45:00,413.2308971354831,A
A4,E4,T2,2020-01-01 17:45:00,2020-01-01 20:37:00,417.87611882605034,A
A4,E5,T2,2020-01-01 15:45:00,2020-01-01 18:39:00,419.22597847153514,A
A5,B1,T2,2020-01-01 17:15:00,2020-01-01 19:23:00,305.5925713493491,A
A5,B2,T2,2020-01-01 15:45:00,2020-01-01 17:57:00,302.9629713567897,A
A5,B3,T2,2020-01-01 17:30:00,2020-01-01 19:41:00,303.09819031579923,A
A5,B4,T2,2020-01-01 16:45:00,2020-01-01 18:58:00,303.53401269212463,A
A5,B5,T2,2020-01-01 17:30:00,2020-01-01 19:40:00,305.89645242365555,A
A5,C1,T2,2020-01-01 13:30:00,2020-01-01 15:52:00,345.72028709291976,A
A5,C2,T2,2020-01-01 13:00:00,2020-01-01 15:15:00,345.7080246181715,A
A5,C3,T2,2020-01-01 17:15:00,2020-01-01 19:37:00,342.0760467306072,A
A5,C4,T2,2020-01-01 17:15:00,2020-01-01 19:43:00,342.01903380629255,A
A5,C5,T2,2020-01-01 16:30:00,2020-01-01 18:47:00,345.26678209726595,A
A5,D1,T2,2020-01-01 13:30:00,2020-01-01 16:02:00,380.98330648402987,A
A5,D2,T2,2020-01-01 17:30:00,2020-01-01 20:15:00,381.37630774949207,A
A5,D3,T2,2020-01-01 16:15:00,2020-01-01 18:51:00,380.8479689776695,A
A5,D4,T2,2020-01-01 14:45:00,2020-01-01 17:25:00,382.6710065633398,A
A5,D5,T2,2020-01-01 17:15:00,2020-01-01 19:56:00,379.883065759358,A
A5,E1,T2,2020-01-01 16:15:00,2020-01-01 19:12:00,420.38685759596837,A
A5,E2,T2,2020-01-01 16:00:00,2020-01-01 18:58:00,413.97893925651704,A
A5,E3,T2,2020-01-01 16:45:00,2020-01-01 19:45:00,415.2470774202251,A
A5,E4,T2,2020-01-01 17:00:00,2020-01-01 19:58:00,418.6447990310264,A
A5,E5,T2,2020-01-01 16:45:00,2020-01-01 19:33:00,419.9262627814024,A
B1,A1,T2,2020-01-01 15:30:00,2020-01-01 17:47:00,321.0846608521775,A
B1,A2,T2,2020-01-01 17:00:00,2020-01-01 19:15:00,323.3779711682765,A
B1,A3,T2,2020-01-01 17:15:00,2020-01-01 19:23:00,320.51283864666004,A
B1,A4,T2,2020-01-01 17:45:00,2020-01-01 19:59:00,320.2249754111635,A
B1,A5,T2,2020-01-01 16:00:00,2020-01-01 18:21:00,316.5740589886987,A
B1,C1,T2,2020-01-01 17:15:00,2020-01-01 20:24:00,457.13225144923706,A
B1,C2,T2,2020-01-01 13:00:00,2020-01-01 16:05:00,450.05544893483614,A
B1,C3,T2,2020-01-01 15:15:00,2020-01-01 18:22:00,456.1004395084802,A
B1,C4,T2,2020-01-01 13:00:00,2020-01-01 16:08:00,458.50086391020915,A
B1,C5,T2,2020-01-01 16:30:00,2020-01-01 19:32:00,459.7820705106153,A
B1,D1,T2,2020-01-01 16:30:00,2020-01-01 20:06:00,525.6553412619402,A
B1,D2,T2,2020-01-01 17:15:00,2020-01-01 20:53:00,526.7430659942862,A
B1,D3,T2,2020-01-01 17:45:00,2020-01-01 21:19:00,528.3774512552294,A
B1,D4,T2,2020-01-01 16:15:00,2020-01-01 19:50:00,525.3452702629759,A
B1,D5,T2,2020-01-01 15:15:00,2020-01-01 18:55:00,527.3848305666163,A
B1,E1,T2,2020-01-01 14:45:00,2020-01-01 18:37:00,565.4360345128315,A
B1,E2,T2,2020-01-01 15:30:00,2020-01-01 19:22:00,563.9067079174105,A
B1,E3,T2,2020-01-01 15:30:00,2020-01-01 19:22:00,571.8765036041092,A
B1,E4,T2,2020-01-01 14:00:00,2020-01-01 17:45:00,568.2641727443163,A
B1,E5,T2,2020-01-01 14:00:00,2020-01-01 17:55:00,568.9476666200255,A
B2,A1,T2,2020-01-01 17:45:00,2020-01-01 19:57:00,322.1599671020275,A
B2,A2,T2,2020-01-01 17:30:00,2020-01-01 19:44:00,324.841167732217,A
B2,A3,T2,2020-01-01 16:30:00,2020-01-01 18:36:00,318.15149998886,A
B2,A4,T2,2020-01-01 15:30:00,2020-01-01 17:49:00,324.5615528703852,A
B2,A5,T2,2020-01-01 16:15:00,2020-01-01 18:28:00,323.13231842073424,A
B2,C1,T2,2020-01-01 16:45:00,2020-01-01 19:45:00,458.3992850662696,A
B2,C2,T2,2020-01-01 13:00:00,2020-01-01 16:09:00,450.799801863485,A
B2,C3,T2,2020-01-01 16:15:00,2020-01-01 19:16:00,459.2024784283891,A
B2,C4,T2,2020-01-01 15:45:00,2020-01-01 18:51:00,452.7442444202118,A
B2,C5,T2,2020-01-01 17:30:00,2020-01-01 20:42:00,457.5541408202894,A
B2,D1,T2,2020-01-01 15:15:00,2020-01-01 19:00:00,526.0951523272637,A
B2,D2,T2,2020-01-01 15:30:00,2020-01-01 19:09:00,528.7242043092771,A
B2,D3,T2,2020-01-01 17:30:00,2020-01-01 21:12:00,529.1481724704506,A
B2,D4,T2,2020-01-01 15:00:00,2020-01-01 18:35:00,528.6539750825999,A
B2,D5,T2,2020-01-01 14:45:00,2020-01-01 18:29:00,525.0917588812032,A
B2,E1,T2,2020-01-01 14:30:00,2020-01-01 18:23:00,570.8228444622117,A
B2,E2,T2,2020-01-01 17:00:00,2020-01-01 20:52:00,569.0807792066005,A
B2,E3,T2,2020-01-01 15:45:00,2020-01-01 19:45:00,568.102439380196,A
B2,E4,T2,2020-01-01 14:00:00,2020-01-01 17:53:00,569.9923727883964,A
B2,E5,T2,2020-01-01 14:45:00,2020-01-01 18:41:00,569.9230108957304,A
B3,A1,T2,2020-01-01 16:45:00,2020-01-01 19:04:00,323.07529672937557,A
B3,A2,T2,2020-01-01 13:45:00,2020-01-01 15:52:00,319.4361754201462,A
B3,A3,T2,2020-01-01 15:45:00,2020-01-01 18:04:00,316.081278432787,A
B3,A4,T2,2020-01-01 17:45:00,2020-01-01 19:53:00,320.37393107305195,A
B3,A5,T2,2020-01-01 14:00:00,2020-01-01 16:16:00,319.95334270191233,A
B3,C1,T2,2020-01-01 14:45:00,2020-01-01 17:54:00,450.1344566859676,A
B3,C2,T2,2020-01-01 17:15:00,2020-01-01 20:30:00,452.5897361186139,A
B3,C3,T2,2020-01-01 13:15:00,2020-01-01 16:27:00,458.004216420556,A
B3,C4,T2,2020-01-01 14:00:00,2020-01-01 17:05:00,454.7729743995435,A
B3,C5,T2,2020-01-01 14:45:00,2020-01-01 17:46:00,452.2823613362491,A
B3,D1,T2,2020-01-01 15:00:00,2020-01-01 18:39:00,534.0320607046425,A
B3,D2,T2,2020-01-01 14:15:00,2020-01-01 17:53:00,534.183636671536,A
B3,D3,T2,2020-01-01 15:15:00,2020-01-01 18:54:00,534.3561632934824,A
B3,D4,T2,2020-01-01 13:30:00,2020-01-01 17:00:00,525.0837157860001,A
B3,D5,T2,2020-01-01 14:45:00,2020-01-01 18:29:00,526.9546072535342,A
B3,E1,T2,2020-01-01 17:15:00,2020-01-01 21:13:00,571.2876841051693,A
B3,E2,T2,2020-01-01 17:00:00,2020-01-01 20:53:00,564.3512993052634,A
B3,E3,T2,2020-01-01 16:30:00,2020-01-01 20:23:00,564.6875514575058,A
B3,E4,T2,2020-01-01 17:45:00,2020-01-01 21:40:00,570.3200425498705,A
B3,E5,T2,2020-01-01 16:00:00,2020-01-01 19:56:00,564.656588797192,A
B4,A1,T2,2020-01-01 16:45:00,2020-01-01 19:02:00,320.6053154969664,A
B4,A2,T2,2020-01-01 13:45:00,2020-01-01 15:57:00,321.96826804013125,A
B4,A3,T2,2020-01-01 14:30:00,2020-01-01 16:42:00,322.37088068058875,A
B4,A4,T2,2020-01-01 16:45:00,2020-01-01 19:06:00,321.4316280444654,A
B4,A5,T2,2020-01-01 16:00:00,2020-01-01 18:06:00,323.9034807452481,A
B4,C1,T2,2020-01-01 15:15:00,2020-01-01 18:20:00,458.43720614430566,A
B4,C2,T2,2020-01-01 13:30:00,2020-01-01 16:35:00,459.46564498724206,A
B4,C3,T2,2020-01-01 14:00:00,2020-01-01 17:00:00,456.92491263249036,A
B4,C4,T2,2020-01-01 13:00:00,2020-01-01 16:07:00,456.5763421136746,A
B4,C5,T2,2020-01-01 16:45:00,2020-01-01 19:49:00,455.00699333374496,A
B4,D1,T2,2020-01-01 16:00:00,2020-01-01 19:34:00,529.8354563104102,A
B4,D2,T2,2020-01-01 13:45:00,2020-01-01 17:29:00,531.6952832316357,A
B4,D3,T2,2020-01-01 13:30:00,2020-01-01 17:04:00,525.7487135340502,A
B4,D4,T2,2020-01-01 14:30:00,2020-01-01 18:12:00,529.4196374662839,A
B4,D5,T2,2020-01-01 17:15:00,2020-01-01 20:57:00,532.0023400907425,A
B4,E1,T2,2020-01-01 15:15:00,2020-01-01 19:15:00,571.4968619688672,A
B4,E2,T2,2020-01-01 14:15:00,2020-01-01 18:07:00,564.5054327337282,A
B4,E3,T2,2020-01-01 16:45:00,2020-01-01 20:37:00,566.9450802724108,A
B4,E4,T2,2020-01-01 15:15:00,2020-01-01 19:14:00,565.1754433464686,A
B4,E5,T2,2020-01-01 17:00:00,2020-01-01 20:55:00,567.5021795288201,A
B5,A1,T2,2020-01-01 17:00:00,2020-01-01 19:14:00,324.8383248660774,A
B5,A2,T2,2020-01-01 13:00:00,2020-01-01 15:16:00,316.9432307913505,A
B5,A3,T2,2020-01-01 13:45:00,2020-01-01 15:59:00,317.76835704326845,A
B5,A4,T2,2020-01-01 17:15:00,2020-01-01 19:23:00,317.0109749554984,A
B5,A5,T2,2020-01-01 16:15:00,2020-01-01 18:34:00,321.0150792116916,A
B5,C1,T2,2020-01-01 13:45:00,2020-01-01 16:58:00,457.59177536312285,A
B5,C2,T2,2020-01-01 16:45:00,2020-01-01 19:46:00,451.0729920463939,A
B5,C3,T2,2020-01-01 15:15:00,2020-01-01 18:20:00,454.06114240625266,A
B5,C4,T2,2020-01-01 13:15:00,2020-01-01 16:18:00,458.6833991639602,A
B5,C5,T2,2020-01-01 14:00:00,2020-01-01 17:13:00,451.75450675207264,A
B5,D1,T2,2020-01-01 15:00:00,2020-01-01 18:31:00,531.2967598368889,A
B5,D2,T2,2020-01-01 17:45:00,2020-01-01 21:17:00,529.0996301863755,A
B5,D3,T2,2020-01-01 15:00:00,2020-01-01 18:41:00,527.9809460762403,A
B5,D4,T2,2020-01-01 15:30:00,2020-01-01 19:01:00,528.8822527498558,A
B5,D5,T2,2020-01-01 13:45:00,2020-01-01 17:17:00,529.9531872388761,A
B5,E1,T2,2020-01-01 16:30:00,2020-01-01 20:21:00,565.6916552972236,A
B5,E2,T2,2020-01-01 14:15:00,2020-01-01 18:05:00,562.7159357180179,A
B5,E3,T2,2020-01-01 13:00:00,2020-01-01 16:53:00,570.2620731936905,A
B5,E4,T2,2020-01-01 14:45:00,2020-01-01 18:42:00,564.3690943898717,A
B5,E5,T2,2020-01-01 14:45:00,2020-01-01 18:34:00,563.8341487060086,A
C1,A1,T2,2020-01-01 17:45:00,2020-01-01 20:16:00,349.4304329897263,A
C1,A2,T2,2020-01-01 14:45:00,2020-01-01 17:04:00,346.8270114934147,A
C1,A3,T2,2020-01-01 14:45:00,2020-01-01 17:03:00,351.89114301398865,A
C1,A4,T2,2020-01-01 16:30:00,2020-01-01 18:54:00,350.7286847200183,A
C1,A5,T2,2020-01-01 15:30:00,2020-01-01 17:56:00,353.1732536961949,A
C1,B1,T2,2020-01-01 13:00:00,2020-01-01 15:57:00,448.5392232850791,A
C1,B2,T2,2020-01-01 17:00:00,2020-01-01 19:59:00,447.142005034184,A
C1,B3,T2,2020-01-01 14:00:00,2020-01-01 17:10:00,444.1687014953619,A
C1,B4,T2,2020-01-01 13:00:00,2020-01-01 16:10:00,443.34927076251626,A
C1,B5,T2,2020-01-01 14:00:00,2020-01-01 16:58:00,443.40404718320116,A
C1,D1,T2,2020-01-01 17:45:00,2020-01-01 22:00:00,606.3531236892486,A
C1,D2,T2,2020-01-01 16:45:00,2020-01-01 20:58:00,609.6802984264976,A
C1,D3,T2,2020-01-01 16:30:00,2020-01-01 20:31:00,602.7013986684349,A
C1,D4,T2,2020-01-01 15:00:00,2020-01-01 19:03:00,608.6196237163441,A
C1,D5,T2,2020-01-01 13:15:00,2020-01-01 17:24:00,605.3939703742877,A
C1,E1,T2,2020-01-01 16:45:00,2020-01-01 21:08:00,645.8777831096864,A
C1,E2,T2,2020-01-01 16:45:00,2020-01-01 21:02:00,647.3111865940808,A
C1,E3,T2,2020-01-01 14:45:00,2020-01-01 19:01:00,642.7091451786142,A
C1,E4,T2,2020-01-01 17:00:00,2020-01-01 21:26:00,641.9144552744789,A
C1,E5,T2,2020-01-01 14:45:00,2020-01-01 19:06:00,641.6007714453134,A
C2,A1,T2,2020-01-01 13:00:00,2020-01-01 15:29:00,353.4692543494961,A
C2,A2,T2,2020-01-01 16:45:00,2020-01-01 19:18:00,346.74157727208035,A
C2,A3,T2,2020-01-01 17:00:00,2020-01-01 19:18:00,351.8846476156576,A
C2,A4,T2,2020-01-01 13:30:00,2020-01-01 15:58:00,352.4354223920274,A
C2,A5,T2,2020-01-01 17:45:00,2020-01-01 20:17:00,345.22687554050947,A
C2,B1,T2,2020-01-01 15:15:00,2020-01-01 18:12:00,443.4897512659401,A
C2,B2,T2,2020-01-01 13:30:00,2020-01-01 16:30:00,444.6648812744774,A
C2,B3,T2,2020-01-01 13:30:00,2020-01-01 16:34:00,450.9925949903662,A
C2,B4,T2,2020-01-01 16:15:00,2020-01-01 19:15:00,445.24679061729506,A
C2,B5,T2,2020-01-01 14:00:00,2020-01-01 17:01:00,451.34876542838015,A
C2,D1,T2,2020-01-01 17:30:00,2020-01-01 21:34:00,605.1107602699838,A
C2,D2,T2,2020-01-01 13:30:00,2020-01-01 17:40:00,601.0064861973522,A
C2,D3,T2,2020-01-01 13:00:00,2020-01-01 17:02:00,604.5052408047925,A
C2,D4,T2,2020-01-01 16:45:00,2020-01-01 20:55:00,608.9160419505796,A
C2,D5,T2,2020-01-01 17:15:00,2020-01-01 21:19:00,606.5239730760233,A
C2,E1,T2,2020-01-01 15:30:00,2020-01-01 19:48:00,637.9063270826252,A
C2,E2,T2,2020-01-01 14:00:00,2020-01-01 18:20:00,643.6099524338614,A
C2,E3,T2,2020-01-01 13:00:00,2020-01-01 17:18:00,645.208353418786,A
C2,E4,T2,2020-01-01 17:45:00,2020-01-01 22:07:00,644.5596955046861,A
C2,E5,T2,2020-01-01 16:30:00,2020-01-01 21:00:00,640.6001212825369,A
C3,A1,T2,2020-01-01 14:30:00,2020-01-01 16:48:00,351.15745270644186,A
C3,A2,T2,2020-01-01 17:45:00,2020-01-01 20:12:00,348.05295908916327,A
C3,A3,T2,2020-01-01 13:00:00,2020-01-01 15:20:00,351.5943670944628,A
C3,A4,T2,2020-01-01 13:00:00,2020-01-01 15:22:00,349.48074962457645,A
C3,A5,T2,2020-01-01 15:30:00,2020-01-01 17:57:00,348.114087966866,A
C3,B1,T2,2020-01-01 15:15:00,2020-01-01 18:17:00,446.2285299123981,A
C3,B2,T2,2020-01-01 15:30:00,2020-01-01 18:31:00,448.30315216199625,A
C3,B3,T2,2020-01-01 17:00:00,2020-01-01 20:03:00,450.19507222727214,A
C3,B4,T2,2020-01-01 14:00:00,2020-01-01 17:01:00,445.37833454407445,A
C3,B5,T2,2020-01-01 16:30:00,2020-01-01 19:37:00,447.73065865474746,A
C3,D1,T2,2020-01-01 16:45:00,2020-01-01 20:47:00,605.1285419382316,A
C3,D2,T2,2020-01-01 14:15:00,2020-01-01 18:26:00,606.1942962344973,A
C3,D3,T2,2020-01-01 17:15:00,2020-01-01 21:27:00,602.3582496401333,A
C3,D4,T2,2020-01-01 15:30:00,2020-01-01 19:37:00,602.833266780579,A
C3,D5,T2,2020-01-01 15:00:00,2020-01-01 19:13:00,608.5685405708673,A
C3,E1,T2,2020-01-01 17:15:00,2020-01-01 21:39:00,638.6764987884086,A
C3,E2,T2,2020-01-01 15:30:00,2020-01-01 20:00:00,642.8134511561351,A
C3,E3,T2,2020-01-01 14:30:00,2020-01-01 18:49:00,642.0231281173681,A
C3,E4,T2,2020-01-01 13:30:00,2020-01-01 17:45:00,638.5876184799675,A
C3,E5,T2,2020-01-01 16:45:00,2020-01-01 21:13:00,644.0209050507208,A
C4,A1,T2,2020-01-01 15:00:00,2020-01-01 17:29:00,349.16911285562776,A
C4,A2,T2,2020-01-01 16:00:00,2020-01-01 18:33:00,351.9394646608383,A
C4,A3,T2,2020-01-01 16:30:00,2020-01-01 19:03:00,352.9346792012746,A
C4,A4,T2,2020-01-01 17:30:00,2020-01-01 19:55:00,345.57426415702025,A
C4,A5,T2,2020-01-01 14:45:00,2020-01-01 17:14:00,346.23852301005513,A
C4,B1,T2,2020-01-01 17:15:00,2020-01-01 20:27:00,444.1786126204347,A
C4,B2,T2,2020-01-01 15:30:00,2020-01-01 18:28:00,450.85861875755023,A
C4,B3,T2,2020-01-01 17:30:00,2020-01-01 20:28:00,446.173719428106,A
C4,B4,T2,2020-01-01 16:45:00,2020-01-01 19:54:00,450.5705887188186,A
C4,B5,T2,2020-01-01 16:30:00,2020-01-01 19:41:00,445.7637820831232,A
C4,D1,T2,2020-01-01 15:00:00,2020-01-01 19:00:00,604.3710030997411,A
C4,D2,T2,2020-01-01 14:00:00,2020-01-01 18:05:00,602.612336272748,A
C4,D3,T2,2020-01-01 13:30:00,2020-01-01 17:31:00,601.7750177411368,A
C4,D4,T2,2020-01-01 16:15:00,2020-01-01 20:29:00,604.8263064974674,A
C4,D5,T2,2020-01-01 16:30:00,2020-01-01 20:33:00,600.9763360324777,A
C4,E1,T2,2020-01-01 17:15:00,2020-01-01 21:36:00,645.0980592565588,A
C4,E2,T2,2020-01-01 17:00:00,2020-01-01 21:20:00,643.1034473617057,A
C4,E3,T2,2020-01-01 14:15:00,2020-01-01 18:38:00,645.076449612632,A
C4,E4,T2,2020-01-01 17:15:00,2020-01-01 21:42:00,642.7028813415542,A
C4,E5,T2,2020-01-01 15:00:00,2020-01-01 19:28:00,645.6047098127846,A
C5,A1,T2,2020-01-01 13:15:00,2020-01-01 15:34:00,346.7762196067802,A
C5,A2,T2,2020-01-01 15:30:00,2020-01-01 17:58:00,349.34926434428627,A
C5,A3,T2,2020-01-01 14:30:00,2020-01-01 17:02:00,354.71056677473405,A
C5,A4,T2,2020-01-01 17:30:00,2020-01-01 19:49:00,354.2152539909589,A
C5,A5,T2,2020-01-01 17:30:00,2020-01-01 19:54:00,352.8656949754287,A
C5,B1,T2,2020-01-01 16:30:00,2020-01-01 19:32:00,449.57135995631006,A
C5,B2,T2,2020-01-01 17:15:00,2020-01-01 20:23:00,444.33379567005323,A
C5,B3,T2,2020-01-01 14:30:00,2020-01-01 17:29:00,447.40645520592284,A
C5,B4,T2,2020-01-01 15:15:00,2020-01-01 18:20:00,444.04398123460567,A
C5,B5,T2,2020-01-01 14:15:00,2020-01-01 17:21:00,447.82287653930894,A
C5,D1,T2,2020-01-01 14:45:00,2020-01-01 18:50:00,606.3743160442668,A
C5,D2,T2,2020-01-01 15:45:00,2020-01-01 19:57:00,602.384683653025,A
C5,D3,T2,2020-01-01 16:30:00,2020-01-01 20:36:00,605.8274870108986,A
C5,D4,T2,2020-01-01 17:00:00,2020-01-01 21:05:00,603.1801549643725,A
C5,D5,T2,2020-01-01 16:45:00,2020-01-01 20:50:00,607.4478978810504,A
C5,E1,T2,2020-01-01 14:45:00,2020-01-01 19:15:00,644.6611655004467,A
C5,E2,T2,2020-01-01 13:45:00,2020-01-01 18:03:00,641.8737200045431,A
C5,E3,T2,2020-01-01 17:15:00,2020-01-01 21:43:00,643.4421142295885,A
C5,E4,T2,2020-01-01 15:15:00,2020-01-01 19:34:00,643.437966423608,A
C5,E5,T2,2020-01-01 14:45:00,2020-01-01 19:06:00,641.6504592012989,A
D1,A1,T2,2020-01-01 17:30:00,2020-01-01 19:57:00,368.1372948363634,A
D1,A2,T2,2020-01-01 16:30:00,2020-01-01 19:01:00,360.71237567355007,A
D1,A3,T2,2020-01-01 15:00:00,2020-01-01 17:31:00,364.54541488301555,A
D1,A4,T2,2020-01-01 14:15:00,2020-01-01 16:52:00,361.2307844857229,A
D1,A5,T2,2020-01-01 17:30:00,2020-01-01 19:57:00,365.2557869719478,A
D1,B1,T2,2020-01-01 13:30:00,2020-01-01 17:07:00,544.1087437594172,A
D1,B2,T2,2020-01-01 16:15:00,2020-01-01 20:01:00,540.7730118390126,A
D1,B3,T2,2020-01-01 17:00:00,2020-01-01 20:42:00,543.6994754763024,A
D1,B4,T2,2020-01-01 14:00:00,2020-01-01 17:43:00,540.6331604456535,A
D1,B5,T2,2020-01-01 14:30:00,2020-01-01 18:07:00,545.9492583016741,A
D1,C1,T2,2020-01-01 17:15:00,2020-01-01 21:37:00,629.0925652958385,A
D1,C2,T2,2020-01-01 14:30:00,2020-01-01 18:47:00,625.6728626428785,A
D1,C3,T2,2020-01-01 13:45:00,2020-01-01 17:54:00,627.7719076494293,A
D1,C4,T2,2020-01-01 17:30:00,2020-01-01 21:46:00,627.0802631528488,A
D1,C5,T2,2020-01-01 15:00:00,2020-01-01 19:22:00,622.730485385712,A
D1,E1,T2,2020-01-01 17:30:00,2020-01-01 22:35:00,751.3253815808552,A
D1,E2,T2,2020-01-01 13:15:00,2020-01-01 18:16:00,755.8825841029811,A
D1,E3,T2,2020-01-01 13:30:00,2020-01-01 18:37:00,758.2672412235942,A
D1,E4,T2,2020-01-01 17:00:00,2020-01-01 22:12:00,755.7052364198928,A
D1,E5,T2,2020-01-01 13:15:00,2020-01-01 18:15:00,759.4474422368382,A
D2,A1,T2,2020-01-01 17:15:00,2020-01-01 19:39:00,360.3307399756393,A
D2,A2,T2,2020-01-01 17:30:00,2020-01-01 20:01:00,363.83657258552455,A
D2,A3,T2,2020-01-01 14:45:00,2020-01-01 17:20:00,365.6177880825775,A
D2,A4,T2,2020-01-01 16:00:00,2020-01-01 18:27:00,366.678967606014,A
D2,A5,T2,2020-01-01 13:15:00,2020-01-01 15:50:00,369.8529869129982,A
D2,B1,T2,2020-01-01 13:00:00,2020-01-01 16:38:00,545.4106060746534,A
D2,B2,T2,2020-01-01 15:00:00,2020-01-01 18:43:00,543.5274275728096,A
D2,B3,T2,2020-01-01 17:00:00,2020-01-01 20:45:00,546.0308826014885,A
D2,B4,T2,2020-01-01 14:15:00,2020-01-01 18:05:00,547.0140510295448,A
D2,B5,T2,2020-01-01 15:00:00,2020-01-01 18:39:00,540.9370189653014,A
D2,C1,T2,2020-01-01 14:30:00,2020-01-01 18:49:00,632.0803825504445,A
D2,C2,T2,2020-01-01 14:45:00,2020-01-01 18:54:00,631.0426192036631,A
D2,C3,T2,2020-01-01 15:45:00,2020-01-01 19:57:00,630.9608996930882,A
D2,C4,T2,2020-01-01 15:00:00,2020-01-01 19:10:00,624.4074854631942,A
D2,C5,T2,2020-01-01 14:45:00,2020-01-01 18:58:00,625.1095157124545,A
D2,E1,T2,2020-01-01 14:15:00,2020-01-01 19:19:00,750.2010216326445,A
D2,E2,T2,2020-01-01 15:00:00,2020-01-01 20:03:00,754.9309993011859,A
D2,E3,T2,2020-01-01 13:45:00,2020-01-01 18:59:00,751.4246626065869,A
D2,E4,T2,2020-01-01 13:00:00,2020-01-01 18:01:00,754.407672614425,A
D2,E5,T2,2020-01-01 17:00:00,2020-01-01 22:13:00,759.56005807943,A
D3,A1,T2,2020-01-01 16:00:00,2020-01-01 18:27:00,367.66508563279825,A
D3,A2,T2,2020-01-01 17:30:00,2020-01-01 20:08:00,363.43773768238015,A
D3,A3,T2,2020-01-01 13:15:00,2020-01-01 15:54:00,367.73329086442254,A
D3,A4,T2,2020-01-01 14:00:00,2020-01-01 16:37:00,362.756571312418,A
D3,A5,T2,2020-01-01 17:15:00,2020-01-01 19:51:00,363.4819060312144,A
D3,B1,T2,2020-01-01 15:15:00,2020-01-01 18:56:00,542.7786727467058,A
D3,B2,T2,2020-01-01 17:30:00,2020-01-01 21:19:00,549.8195700944214,A
D3,B3,T2,2020-01-01 16:15:00,2020-01-01 20:05:00,549.3137420301068,A
D3,B4,T2,2020-01-01 17:30:00,2020-01-01 21:16:00,549.5367046857305,A
D3,B5,T2,2020-01-01 17:00:00,2020-01-01 20:46:00,546.6350241747112,A
D3,C1,T2,2020-01-01 13:00:00,2020-01-01 17:23:00,626.6092219542247,A
D3,C2,T2,2020-01-01 15:45:00,2020-01-01 20:06:00,629.86594553124,A
D3,C3,T2,2020-01-01 15:15:00,2020-01-01 19:28:00,628.9036492453814,A
D3,C4,T2,2020-01-01 13:45:00,2020-01-01 18:05:00,631.0902574720608,A
D3,C5,T2,2020-01-01 14:15:00,2020-01-01 18:35:00,631.6206383420243,A
D3,E1,T2,2020-01-01 13:00:00,2020-01-01 18:10:00,757.8813773388131,A
D3,E2,T2,2020-01-01 17:00:00,2020-01-01 22:01:00,753.7913536856481,A
D3,E3,T2,2020-01-01 15:15:00,2020-01-01 20:30:00,754.9428792636647,A
D3,E4,T2,2020-01-01 16:00:00,2020-01-01 21:00:00,759.2354465750667,A
D3,E5,T2,2020-01-01 14:15:00,2020-01-01 19:27:00,751.5786662679594,A
D4,A1,T2,2020-01-01 14:15:00,2020-01-01 16:51:00,360.66841766468707,A
D4,A2,T2,2020-01-01 13:45:00,2020-01-01 16:09:00,368.905816131822,A
D4,A3,T2,2020-01-01 17:45:00,2020-01-01 20:24:00,360.49636844754497,A
D4,A4,T2,2020-01-01 15:00:00,2020-01-01 17:32:00,364.70554841618844,A
D4,A5,T2,2020-01-01 15:30:00,2020-01-01 17:54:00,365.01133518407255,A
D4,B1,T2,2020-01-01 16:30:00,2020-01-01 20:15:00,548.844804710369,A
D4,B2,T2,2020-01-01 14:45:00,2020-01-01 18:36:00,542.8769011900861,A
D4,B3,T2,2020-01-01 17:15:00,2020-01-01 20:53:00,547.8610494635243,A
D4,B4,T2,2020-01-01 15:15:00,2020-01-01 19:03:00,543.1508953580799,A
D4,B5,T2,2020-01-01 15:30:00,2020-01-01 19:09:00,540.6577622282482,A
